SAMPLE_ID,TRIP_ID,START_DATETIME,START_RKM,CATCH_PER_HOUR
451988,LC20140513,5/17/2014,7.06,0.40
451989,LC20140513,5/16/2014,7.58,0.60
451990,LC20140513,5/17/2014,7.58,0.11
451992,LC20140513,5/16/2014,7.59,0.10
451995,LC20140513,5/16/2014,7.61,0.26
451997,LC20140513,5/13/2014,5,0.10
451999,LC20140513,5/15/2014,5.03,0.14
452000,LC20140513,5/13/2014,4.96,0.87
452001,LC20140513,5/14/2014,4.96,0.33
452003,LC20140513,5/14/2014,5.73,0.42
452007,LC20140513,5/15/2014,5.75,0.08
452008,LC20140513,5/13/2014,5.78,0.15
452009,LC20140513,5/14/2014,5.76,0.25
452011,LC20140513,5/14/2014,5.99,0.05
452012,LC20140513,5/15/2014,5.99,0.52
452014,LC20140513,5/14/2014,6.04,0.05
452016,LC20140513,5/13/2014,6.05,0.23
452017,LC20140513,5/15/2014,6.07,0.20
452018,LC20140513,5/13/2014,6.15,0.09
452019,LC20140513,5/14/2014,6.15,0.10
452020,LC20140513,5/15/2014,6.15,0.08
452022,LC20140513,5/14/2014,6.29,0.31
452024,LC20140513,5/14/2014,6.38,0.13
452025,LC20140513,5/15/2014,6.43,0.33
452026,LC20140513,5/16/2014,6.49,0.29
452027,LC20140513,5/17/2014,6.49,0.38
452028,LC20140513,5/18/2014,6.49,0.09
452029,LC20140513,5/16/2014,6.57,0.74
452030,LC20140513,5/17/2014,6.57,0.12
452032,LC20140513,5/17/2014,6.7,0.05
452033,LC20140513,5/18/2014,6.68,1.72
452034,LC20140513,5/16/2014,6.75,1.72
452035,LC20140513,5/17/2014,6.75,0.09
452036,LC20140513,5/18/2014,6.75,0.13
452037,LC20140513,5/16/2014,6.78,0.07
452038,LC20140513,5/18/2014,7.06,0.16
452039,LC20140513,5/16/2014,7.08,0.37
452040,LC20140513,5/17/2014,7.08,0.10
452041,LC20140513,5/18/2014,7.08,0.08
452042,LC20140513,5/16/2014,7.57,0.03
452043,LC20140513,5/17/2014,7.57,0.26
452044,LC20140513,5/18/2014,7.57,0.12
452048,LC20140513,5/17/2014,7.7,0.11
452049,LC20140513,5/18/2014,7.7,0.04
452053,LC20140513,5/16/2014,7.82,0.10
452054,LC20140513,5/17/2014,7.82,0.11
452056,LC20140513,5/16/2014,7.87,1.31
452057,LC20140513,5/17/2014,7.87,0.53
452058,LC20140513,5/18/2014,7.87,0.15
452059,LC20140513,5/20/2014,8.07,0.29
452060,LC20140513,5/21/2014,8.07,0.40
452061,LC20140513,5/19/2014,8.17,0.19
452062,LC20140513,5/20/2014,8.17,0.37
452063,LC20140513,5/21/2014,8.17,0.20
452064,LC20140513,5/19/2014,8.2,0.73
452065,LC20140513,5/20/2014,8.2,0.08
452066,LC20140513,5/19/2014,8.42,0.38
452067,LC20140513,5/20/2014,8.42,0.17
452068,LC20140513,5/21/2014,8.42,0.12
452069,LC20140513,5/19/2014,8.47,0.28
452072,LC20140513,5/19/2014,8.5,1.41
452073,LC20140513,5/21/2014,8.68,0.08
452075,LC20140513,5/20/2014,9.44,0.25
452076,LC20140513,5/21/2014,9.44,0.24
452077,LC20140513,5/19/2014,8.87,0.23
452078,LC20140513,5/20/2014,8.82,0.59
452079,LC20140513,5/21/2014,8.82,0.16
452080,LC20140513,5/20/2014,9.25,0.38
452081,LC20140513,5/21/2014,9.25,0.25
452082,LC20140513,5/19/2014,9.28,0.52
452083,LC20140513,5/20/2014,9.28,0.72
452084,LC20140513,5/21/2014,9.28,0.35
452085,LC20140513,5/19/2014,9.33,0.09
452087,LC20140513,5/19/2014,9.55,0.09
452088,LC20140513,5/20/2014,9.55,0.25
452089,LC20140513,5/21/2014,9.55,0.21
452090,LC20140513,5/13/2014,13.58,0.10
452095,LC20140513,5/13/2014,13.67,0.16
452096,LC20140513,5/14/2014,13.67,0.20
452101,LC20140513,5/14/2014,13.86,0.04
452104,LC20140513,5/14/2014,13.87,0.22
452105,LC20140513,5/15/2014,13.87,1.22
452106,LC20140513,5/13/2014,13.95,0.65
452108,LC20140513,5/17/2014,7.97,1.16
452109,LC20140513,5/18/2014,7.97,0.18
452110,LC20140513,5/16/2014,7.98,2.15
452111,LC20140513,5/17/2014,7.98,0.07
452113,LC20140513,5/19/2014,8.07,0.49
452114,LC20140513,5/21/2014,8.2,0.16
452116,LC20140513,5/20/2014,8.23,0.12
452117,LC20140513,5/21/2014,8.22,1.70
452120,LC20140513,5/21/2014,8.37,0.04
452121,LC20140513,5/20/2014,8.45,0.80
452122,LC20140513,5/21/2014,8.45,0.15
452123,LC20140513,5/19/2014,8.64,0.46
452124,LC20140513,5/20/2014,8.64,0.25
452126,LC20140513,5/19/2014,8.68,0.32
452127,LC20140513,5/20/2014,8.68,0.13
452128,LC20140513,5/19/2014,9.03,0.95
452129,LC20140513,5/20/2014,8.89,2.01
452130,LC20140513,5/21/2014,9.12,1.08
452131,LC20140513,5/19/2014,9.05,0.75
452132,LC20140513,5/20/2014,9.05,0.17
452133,LC20140513,5/21/2014,9.05,0.35
452134,LC20140513,5/19/2014,9.25,0.35
452135,LC20140513,5/21/2014,9.33,0.21
452139,LC20140513,5/19/2014,9.4,0.04
452141,LC20140513,5/21/2014,9.4,0.05
452142,LC20140513,5/14/2014,13.63,0.20
452149,LC20140513,5/13/2014,13.73,0.05
452162,LC20140513,5/14/2014,14.02,0.41
452163,LC20140513,5/15/2014,14.02,0.53
452164,LC20140513,5/13/2014,14.05,0.92
452170,LC20140513,5/17/2014,16.36,3.89
452172,LC20140513,5/19/2014,16.36,0.34
452173,LC20140513,5/17/2014,16.48,0.16
452175,LC20140513,5/19/2014,16.48,0.04
452176,LC20140513,5/17/2014,16.57,0.75
452178,LC20140513,5/17/2014,16.87,0.52
452179,LC20140513,5/18/2014,16.87,1.24
452181,LC20140513,5/17/2014,16.89,2.42
452182,LC20140513,5/18/2014,16.89,3.01
452183,LC20140513,5/19/2014,16.89,1.89
452185,LC20140513,5/19/2014,17.02,0.68
452191,LC20140513,5/13/2014,13.55,1.51
452192,LC20140513,5/14/2014,13.55,0.84
452194,LC20140513,5/13/2014,13.48,1.21
452196,LC20140513,5/15/2014,13.48,0.12
452198,LC20140513,5/18/2014,12.27,0.24
452199,LC20140513,5/16/2014,12.24,1.36
452200,LC20140513,5/17/2014,12.24,0.63
452201,LC20140513,5/18/2014,12.24,0.05
452202,LC20140513,5/16/2014,12.12,0.88
452203,LC20140513,5/17/2014,12.12,0.37
452204,LC20140513,5/18/2014,12.13,0.28
452205,LC20140513,5/17/2014,11.96,0.30
452206,LC20140513,5/18/2014,11.97,2.22
452207,LC20140513,5/16/2014,11.93,0.04
452209,LC20140513,5/18/2014,11.93,0.39
452210,LC20140513,5/16/2014,11.89,0.26
452211,LC20140513,5/17/2014,11.89,0.09
452212,LC20140513,5/16/2014,11.67,0.91
452213,LC20140513,5/17/2014,11.67,0.25
452214,LC20140513,5/18/2014,11.67,0.35
452215,LC20140513,5/16/2014,11.65,0.35
452216,LC20140513,5/17/2014,11.65,0.15
452217,LC20140513,5/18/2014,11.65,0.07
452218,LC20140513,5/16/2014,11.64,0.03
452220,LC20140513,5/14/2014,14.08,0.05
452222,LC20140513,5/13/2014,14.1,0.71
452223,LC20140513,5/14/2014,14.1,0.83
452224,LC20140513,5/15/2014,14.1,0.50
452230,LC20140513,5/17/2014,16.77,0.20
452231,LC20140513,5/18/2014,16.77,0.05
452236,LC20140513,5/18/2014,16.97,0.35
452240,LC20140513,5/13/2014,13.57,1.06
452241,LC20140513,5/14/2014,13.57,0.07
452242,LC20140513,5/15/2014,13.57,0.64
452243,LC20140513,5/13/2014,13.57,0.55
452244,LC20140513,5/14/2014,13.57,0.56
452245,LC20140513,5/15/2014,13.57,0.97
452246,LC20140513,5/14/2014,13.48,0.96
452250,LC20140513,5/15/2014,13.32,0.25
452252,LC20140513,5/14/2014,13.27,0.21
452253,LC20140513,5/15/2014,13.27,0.21
452255,LC20140513,5/14/2014,13.23,0.30
452257,LC20140513,5/13/2014,13.03,0.27
452258,LC20140513,5/14/2014,13.03,0.30
452259,LC20140513,5/15/2014,13.03,0.24
452260,LC20140513,5/13/2014,12.97,0.18
452261,LC20140513,5/14/2014,12.97,0.13
452262,LC20140513,5/15/2014,12.97,0.51
452264,LC20140513,5/14/2014,12.91,0.23
452265,LC20140513,5/15/2014,12.91,0.37
452266,LC20140513,5/13/2014,12.86,0.04
452268,LC20140513,5/15/2014,12.86,0.18
452269,LC20140513,5/13/2014,12.8,0.13
452270,LC20140513,5/14/2014,12.8,0.52
452271,LC20140513,5/15/2014,12.8,0.47
452272,LC20140513,5/13/2014,12.75,0.57
452273,LC20140513,5/14/2014,12.75,0.53
452274,LC20140513,5/15/2014,12.75,0.29
452275,LC20140513,5/13/2014,12.66,0.13
452276,LC20140513,5/14/2014,12.66,0.25
452277,LC20140513,5/15/2014,12.66,0.18
452278,LC20140513,5/13/2014,12.65,0.17
452279,LC20140513,5/14/2014,12.65,0.10
452280,LC20140513,5/15/2014,12.63,0.62
452281,LC20140513,5/13/2014,12.49,0.26
452282,LC20140513,5/14/2014,12.49,0.58
452283,LC20140513,5/15/2014,12.49,0.13
452287,LC20140513,5/13/2014,12.42,0.52
452288,LC20140513,5/14/2014,12.42,0.86
452289,LC20140513,5/15/2014,12.42,0.98
452290,LC20140513,5/13/2014,12.39,0.26
452291,LC20140513,5/14/2014,12.39,0.11
452292,LC20140513,5/15/2014,12.39,0.20
452293,LC20140513,5/16/2014,12.27,0.18
452295,LC20140513,5/16/2014,12.1,1.16
452296,LC20140513,5/17/2014,12.1,0.76
452297,LC20140513,5/18/2014,12.13,1.00
452298,LC20140513,5/16/2014,11.98,0.41
452299,LC20140513,5/17/2014,11.98,0.27
452300,LC20140513,5/18/2014,11.98,0.36
452301,LC20140513,5/16/2014,11.96,1.26
452302,LC20140513,5/18/2014,11.89,0.41
452304,LC20140513,5/17/2014,11.88,0.46
452305,LC20140513,5/18/2014,11.88,0.19
452306,LC20140513,5/16/2014,11.74,0.79
452307,LC20140513,5/17/2014,11.74,0.24
452308,LC20140513,5/18/2014,11.74,0.18
452309,LC20140513,5/17/2014,11.64,0.10
452310,LC20140513,5/18/2014,11.64,0.07
452311,LC20140513,5/16/2014,11.46,0.27
452312,LC20140513,5/17/2014,11.46,0.11
452313,LC20140513,5/18/2014,11.46,0.10
452314,LC20140513,5/16/2014,11.44,0.27
452315,LC20140513,5/17/2014,11.44,0.93
452316,LC20140513,5/18/2014,11.44,0.13
452317,LC20140513,5/16/2014,11.42,0.25
452318,LC20140513,5/17/2014,11.42,0.33
452319,LC20140513,5/18/2014,11.42,0.13
452320,LC20140513,5/16/2014,11.35,0.10
452321,LC20140513,5/17/2014,11.35,0.17
452322,LC20140513,5/18/2014,11.35,0.06
452323,LC20140513,5/16/2014,11.33,0.03
452324,LC20140513,5/17/2014,11.33,0.06
452325,LC20140513,5/18/2014,11.33,0.16
452326,LC20140513,5/16/2014,11.29,0.07
452327,LC20140513,5/17/2014,11.29,0.05
452328,LC20140513,5/18/2014,11.29,0.06
452329,LC20140513,5/16/2014,11.21,0.13
452330,LC20140513,5/17/2014,11.21,0.71
452331,LC20140513,5/18/2014,11.21,0.41
452332,LC20140513,5/19/2014,11.1,0.09
452334,LC20140513,5/21/2014,11.1,0.05
452335,LC20140513,5/19/2014,11.07,0.26
452336,LC20140513,5/20/2014,11.07,0.18
452340,LC20140513,5/21/2014,11.05,0.15
452341,LC20140513,5/19/2014,10.8,1.22
452342,LC20140513,5/20/2014,10.8,0.67
452343,LC20140513,5/21/2014,10.8,0.24
452346,LC20140513,5/21/2014,10.74,0.28
452347,LC20140513,5/19/2014,10.72,0.08
452349,LC20140513,5/21/2014,10.72,0.18
452350,LC20140513,5/19/2014,10.63,0.04
452352,LC20140513,5/21/2014,10.63,0.04
452353,LC20140513,5/19/2014,10.56,0.78
452354,LC20140513,5/20/2014,10.56,0.36
452356,LC20140513,5/19/2014,10.55,0.12
452359,LC20140513,5/19/2014,10.48,0.94
452360,LC20140513,5/20/2014,10.48,0.42
452361,LC20140513,5/21/2014,10.48,0.26
452362,LC20140513,5/19/2014,10.48,0.30
452363,LC20140513,5/20/2014,10.48,0.04
452364,LC20140513,5/21/2014,10.48,0.21
452366,LC20140513,5/20/2014,10.44,0.09
452367,LC20140513,5/21/2014,10.44,0.20
452368,LC20140513,5/19/2014,10.42,0.21
452369,LC20140513,5/20/2014,10.42,0.13
452370,LC20140513,5/21/2014,10.42,0.24
452371,LC20140513,5/19/2014,10.39,0.05
452377,LC20140513,5/19/2014,10.2,0.75
452378,LC20140513,5/20/2014,10.2,0.05
452380,LC20140513,5/19/2014,10.17,0.05
452382,LC20140513,5/21/2014,10.19,0.45
452383,LC20140513,5/19/2014,10.13,0.34
452384,LC20140513,5/20/2014,10.13,0.11
452385,LC20140513,5/21/2014,10.11,0.30
452387,LC20140513,5/20/2014,10.05,0.44
452388,LC20140513,5/21/2014,10.04,0.11
452389,LC20140513,5/19/2014,9.85,0.23
452391,LC20140513,5/21/2014,9.85,0.14
